Name,Rating,Release_date,Genres,Director_name,Runtime,URL
Escape Room,50.0,08/31/2017,"Horror,Thriller,Fantasy",Peter Dukes,1h 30m,https://themoviedb.org/movie/431259
Raiders of the Lost Ark,79.0,09/07/1982,"Adventure,Action",Steven Spielberg,1h 55m,https://themoviedb.org/movie/85
After Porn Ends,57.0,05/21/2012,Documentary,Bryce Wagoner,1h 30m,https://themoviedb.org/movie/109520
Grease,74.0,07/07/1978,"Romance,Comedy",Randal Kleiser,1h 50m,https://themoviedb.org/movie/621
Gnomeo & Juliet,58.0,02/11/2011,"Animation,Family",Kelly Asbury,1h 24m,https://themoviedb.org/movie/45772
The Return of Jafar,61.0,05/20/1994,"Family,Adventure,Animation,Romance","Tad Stones,Toby Shelton,Alan Zaslove",1h 9m,https://themoviedb.org/movie/15969
Apocalypse Now,83.0,08/15/1979,"Drama,War",Francis Ford Coppola,2h 27m,https://themoviedb.org/movie/28
Justice League: Gods and Monsters,72.0,07/14/2015,"Action,Animation,Fantasy",Sam Liu,1h 16m,https://themoviedb.org/movie/323027
The Osiris Child,54.0,02/17/2016,ScienceFiction,Shane Abbess,1h 35m,https://themoviedb.org/movie/354282
Inkheart,63.0,12/17/2008,"Adventure,Family,Fantasy",Iain Softley,1h 46m,https://themoviedb.org/movie/2309
Promare,71.0,05/24/2019,"Animation,Action,ScienceFiction",Hiroyuki Imaishi,1h 51m,https://themoviedb.org/movie/553600
Ghostbusters,75.0,06/08/1984,"Comedy,Fantasy",Ivan Reitman,1h 47m,https://themoviedb.org/movie/620
Martyrs,74.0,09/03/2008,"Horror,Drama,Thriller",Pascal Laugier,1h 39m,https://themoviedb.org/movie/9539
Tiempo,45.0,10/14/2020,Drama,Lalo Valdivia,7m,https://themoviedb.org/movie/896392
The Intruder,55.0,07/30/2021,Thriller,Natalia Meta,1h 35m,https://themoviedb.org/movie/667757
Desire,58.0,10/05/2017,"Romance,Drama",Diego Kaplan,1h 34m,https://themoviedb.org/movie/479957
One Piece: Adventure of Nebulandia,74.0,12/20/2015,"Action,Animation,Adventure,Comedy,Fantasy",Konosuke Uda,1h 46m,https://themoviedb.org/movie/373879
The Next Three Days,71.0,11/19/2010,"Romance,Drama,Thriller,Crime",Paul Haggis,2h 13m,https://themoviedb.org/movie/43539
The Circle,55.0,04/28/2017,"Drama,Thriller,ScienceFiction",James Ponsoldt,1h 50m,https://themoviedb.org/movie/339988
Waiting for Bojangles,76.0,01/05/2022,"Drama,Romance,Comedy",Régis Roinsard,2h 4m,https://themoviedb.org/movie/851303
Toys of Terror,60.0,12/02/2021,Horror,Nicholas Verso,1h 29m,https://themoviedb.org/movie/753926
The Call,76.0,11/27/2020,"Thriller,Mystery,ScienceFiction",Lee Chung-hyun,1h 52m,https://themoviedb.org/movie/575604
Midnight Sun,78.0,03/23/2018,"Romance,Drama",Scott Speer,1h 31m,https://themoviedb.org/movie/419478
Blade: Trinity,59.0,12/08/2004,"Action,Horror,Fantasy",David S. Goyer,2h 3m,https://themoviedb.org/movie/36648
Cranston Academy: Monster Zone,63.0,04/29/2020,"Adventure,ScienceFiction,Animation,Fantasy,Horror",Leopoldo Aguilar,1h 20m,https://themoviedb.org/movie/627661
Night of the Living Dead,69.0,10/19/1990,Horror,Tom Savini,1h 28m,https://themoviedb.org/movie/19185
KanColle Movie,48.0,11/26/2016,"Action,Animation,ScienceFiction,TVMovie,War",Keizo Kusakawa,1h 33m,https://themoviedb.org/movie/412383
The Core,57.0,04/03/2003,"Action,Thriller,Adventure,ScienceFiction",Jon Amiel,2h 16m,https://themoviedb.org/movie/9341
Moana,76.0,12/02/2016,"Adventure,Comedy,Family,Animation","John Musker,Ron Clements",1h 47m,https://themoviedb.org/movie/277834
Disobedience,70.0,04/27/2018,"Drama,Romance",Sebastián Lelio,1h 54m,https://themoviedb.org/movie/419743
The Maid,64.0,07/13/2020,"Horror,Thriller,Drama,Fantasy",Lee Thongkham,1h 42m,https://themoviedb.org/movie/709717
War of the Arrows,72.0,08/10/2011,"Drama,Action,History,Thriller",Kim Han-min,2h 2m,https://themoviedb.org/movie/79224
The Bourne Legacy,62.0,08/10/2012,"Action,Thriller",Tony Gilroy,2h 15m,https://themoviedb.org/movie/49040
Kung Fu Hustle,74.0,04/08/2005,"Action,Comedy,Crime,Fantasy",Stephen Chow,1h 39m,https://themoviedb.org/movie/9470
Barbie & Her Sisters in the Great Puppy Adventure,73.0,10/27/2015,"Family,Animation,Adventure",Andrew Tan,1h 16m,https://themoviedb.org/movie/361380
Ben 10: Race Against Time,58.0,02/11/2008,"Action,Family,ScienceFiction",Alex Winter,1h 7m,https://themoviedb.org/movie/16000
Hatching,69.0,03/04/2022,"Fantasy,Horror",Hanna Bergholm,1h 30m,https://themoviedb.org/movie/517302
Bulbbul,68.0,06/24/2020,"Horror,Fantasy",Anvita Dutt,1h 34m,https://themoviedb.org/movie/714338
A Star Is Born,75.0,10/12/2018,"Drama,Romance,Music",Bradley Cooper,2h 16m,https://themoviedb.org/movie/332562
I Am Number Four,62.0,02/18/2011,"Action,Thriller,ScienceFiction,Adventure",D. J. Caruso,1h 49m,https://themoviedb.org/movie/46529
A Clockwork Orange,82.0,12/19/1971,"ScienceFiction,Drama",Stanley Kubrick,2h 17m,https://themoviedb.org/movie/185
Kaliwaan,0.0,04/29/2022,Thriller,Daniel R. Palacio,1h 51m,https://themoviedb.org/movie/957691
Ghost Ship,59.0,10/25/2002,"Horror,Mystery,Thriller",Steve Beck,1h 31m,https://themoviedb.org/movie/9645
Nausicaä of the Valley of the Wind,79.0,03/11/1984,"Adventure,Animation,Fantasy",Hayao Miyazaki,1h 57m,https://themoviedb.org/movie/81
The Descent: Part 2,59.0,04/27/2010,"Adventure,Horror,Thriller",Jon Harris,1h 34m,https://themoviedb.org/movie/34480
Leprechaun: Back 2 tha Hood,52.0,12/30/2003,"Horror,Comedy",Steven Ayromlooi,1h 30m,https://themoviedb.org/movie/19288
"Love, Chunibyo & Other Delusions! Rikka Version",70.0,09/14/2013,"Comedy,Animation,Drama,Romance",Tatsuya Ishihara,1h 37m,https://themoviedb.org/movie/214553
Grisaia: Phantom Trigger The Animation,50.0,03/15/2019,"Action,Animation",Motoki Tanaka,1h 30m,https://themoviedb.org/movie/601980
Transformers: Revenge of the Fallen,61.0,07/10/2009,"ScienceFiction,Action,Adventure",Michael Bay,2h 30m,https://themoviedb.org/movie/8373
Child 44,63.0,04/16/2015,"Crime,Thriller",Daniel Espinosa,2h 17m,https://themoviedb.org/movie/181283
Monster High: 13 Wishes,73.0,10/08/2013,"Family,Fantasy,Music,Animation",Steve Sacks,1h 13m,https://themoviedb.org/movie/212470
Dragonheart: Vengeance,70.0,02/04/2020,"Fantasy,Action,Adventure",Ivan Silvestrini,1h 37m,https://themoviedb.org/movie/666750
Friday the 13th,64.0,05/09/1980,Horror,Sean S. Cunningham,1h 35m,https://themoviedb.org/movie/4488
The Dictator,61.0,05/16/2012,Comedy,Larry Charles,1h 23m,https://themoviedb.org/movie/76493
Sexo salvaje,66.0,11/19/2015,"Romance,Drama",Eduardo Rosado,1h 20m,https://themoviedb.org/movie/401609
The Darkest Minds,70.0,08/03/2018,"ScienceFiction,Action,Drama,Romance,Adventure,Thriller",Jennifer Yuh Nelson,1h 45m,https://themoviedb.org/movie/445651
El Camino: A Breaking Bad Movie,69.0,10/11/2019,"Crime,Drama,Thriller,Action",Vince Gilligan,2h 3m,https://themoviedb.org/movie/559969
DC League of Super-Pets,0.0,07/29/2022,"Animation,Action,Family,Fantasy",Jared Stern,NAN,https://themoviedb.org/movie/539681
Doraemon: Nobita and the Kingdom of Clouds,70.0,03/07/1992,"Animation,Fantasy",Tsutomu Shibayama,1h 30m,https://themoviedb.org/movie/134162
Lokillo: Nothing's the Same,79.0,08/12/2021,Comedy,"Yedinson Flórez,José Julián Gaviria",1h 4m,https://themoviedb.org/movie/857910
TEKKEN: A Man Called X,41.0,08/12/2014,Action,Wych Kaosayananda,1h 30m,https://themoviedb.org/movie/286548
Hijra in Between,72.0,03/31/2021,"Romance,Drama,TVMovie",Tsai Mi Chieh,1h 23m,https://themoviedb.org/movie/600950
Inferno,60.0,10/28/2016,"Mystery,Thriller,Drama,Action",Ron Howard,2h 1m,https://themoviedb.org/movie/207932
From Paris with Love,62.0,02/26/2010,"Action,Crime,Thriller",Pierre Morel,1h 32m,https://themoviedb.org/movie/26389
Monster Trucks,61.0,12/29/2017,"Action,Comedy,ScienceFiction",Chris Wedge,1h 44m,https://themoviedb.org/movie/262841
Open 24 Hours,54.0,08/18/2020,"Horror,Thriller",Padraig Reynolds,1h 42m,https://themoviedb.org/movie/532638
Z-O-M-B-I-E-S 2,78.0,06/13/2020,"Music,Romance,TVMovie",Paul Hoen,1h 24m,https://themoviedb.org/movie/599521
Lawless,70.0,08/29/2012,"Crime,Drama,Western",John Hillcoat,1h 55m,https://themoviedb.org/movie/82633
The Crime Doctor’s Strangest Case,60.0,12/09/1943,"Crime,Drama",Eugene Forde,1h 8m,https://themoviedb.org/movie/84650
"No eres tú, soy yo",72.0,08/27/2010,"Drama,Comedy,Romance",Alejandro Springall,1h 40m,https://themoviedb.org/movie/64694
Wish Upon,56.0,07/14/2017,"Horror,Thriller,Fantasy",John R. Leonetti,1h 30m,https://themoviedb.org/movie/440597
Return of the Living Dead III,67.0,10/01/1993,"ScienceFiction,Horror",Brian Yuzna,1h 37m,https://themoviedb.org/movie/28260
8 Mile,71.0,11/08/2002,"Music,Drama",Curtis Hanson,1h 51m,https://themoviedb.org/movie/65
The Cat Returns,72.0,07/19/2002,"Adventure,Fantasy,Animation,Drama,Family",Hiroyuki Morita,1h 15m,https://themoviedb.org/movie/15370
Ghosts of Girlfriends Past,59.0,05/01/2009,"Fantasy,Comedy,Romance",Mark Waters,1h 55m,https://themoviedb.org/movie/12556
Ghostbusters II,65.0,06/16/1989,"Comedy,Fantasy",Ivan Reitman,1h 48m,https://themoviedb.org/movie/2978
RoboCop,73.0,07/17/1987,"Action,Thriller,ScienceFiction",Paul Verhoeven,1h 42m,https://themoviedb.org/movie/5548
"The Good, the Bad and the Ugly",85.0,04/15/1969,Western,Sergio Leone,2h 41m,https://themoviedb.org/movie/429
Female Urologists 2,73.0,02/20/2020,"Drama,Romance",Kim Jin-woo-II,1h 11m,https://themoviedb.org/movie/677115
The Bone Collector,68.0,11/05/1999,"Drama,Mystery,Thriller,Crime",Phillip Noyce,1h 58m,https://themoviedb.org/movie/9481
Drive Angry,55.0,02/24/2011,"Fantasy,Thriller,Action,Crime",Patrick Lussier,1h 45m,https://themoviedb.org/movie/47327
Underworld: Evolution,66.0,01/20/2006,"Fantasy,Action,Thriller",Len Wiseman,1h 46m,https://themoviedb.org/movie/834
Friday the 13th Part VII: The New Blood,54.0,05/13/1988,"Horror,Thriller",John Carl Buechler,1h 28m,https://themoviedb.org/movie/10281
The Last Rite,63.0,11/26/2021,"Horror,Thriller",Leroy Kincaide,1h 47m,https://themoviedb.org/movie/744742
Castle in the Sky,80.0,08/02/1986,"Adventure,Fantasy,Animation,Action,Family,Romance",Hayao Miyazaki,2h 5m,https://themoviedb.org/movie/10515
Chao in Space,73.0,12/12/2019,"Animation,ScienceFiction",Tyson Hesse,4m,https://themoviedb.org/movie/736596
Kids Are Back,52.0,06/02/2021,Comedy,Michèle Laroque,1h 23m,https://themoviedb.org/movie/613583
Teen Titans Go! To the Movies,74.0,07/27/2018,"Animation,Action,Comedy,ScienceFiction","Aaron Horvath,Peter Rida Michail",1h 25m,https://themoviedb.org/movie/474395
Sherlock Holmes,72.0,12/26/2009,"Action,Adventure,Crime,Mystery",Guy Ritchie,2h 9m,https://themoviedb.org/movie/10528
Face/Off,70.0,06/27/1997,"Action,Crime,ScienceFiction,Thriller",John Woo,2h 18m,https://themoviedb.org/movie/754
We Broke Up,61.0,04/23/2021,"Romance,Comedy",Jeff Rosenberg,1h 22m,https://themoviedb.org/movie/680319
Spider-Man,55.0,09/14/1977,"ScienceFiction,Action,Crime,TVMovie",E.W. Swackhamer,1h 32m,https://themoviedb.org/movie/225914
The Shape of Water,72.0,02/16/2018,"Drama,Fantasy,Romance",Guillermo del Toro,2h 3m,https://themoviedb.org/movie/399055
HK: Hentai Kamen 2 - Abnormal Crisis,65.0,05/14/2016,"Action,Comedy",Yuichi Fukuda,1h 58m,https://themoviedb.org/movie/403310
Spy Kids: All the Time in the World,47.0,08/19/2011,"Family,Comedy,Action",Robert Rodriguez,1h 29m,https://themoviedb.org/movie/56288
Burn,61.0,08/23/2019,Thriller,Mike Gan,1h 29m,https://themoviedb.org/movie/508138
X-Men: The Mutant Watch,71.0,08/11/2001,Documentary,Thomas C. Grane,22m,https://themoviedb.org/movie/447399
The Mask of Zorro,65.0,07/16/1998,"Action,Adventure",Martin Campbell,2h 16m,https://themoviedb.org/movie/9342
Man on Fire,74.0,08/13/2004,"Action,Drama,Thriller",Tony Scott,2h 26m,https://themoviedb.org/movie/9509
Everest,68.0,09/18/2015,"Drama,Adventure,History",Baltasar Kormákur,2h 1m,https://themoviedb.org/movie/253412
Tú eres mi problema,76.0,12/16/2021,"Family,Drama",Álvaro Curiel,NAN,https://themoviedb.org/movie/911071
Saint Seiya: The Heated Battle of the Gods,75.0,03/12/1988,"Action,Animation,Fantasy",Shigeyasu Yamauchi,46m,https://themoviedb.org/movie/83091
The Ash Lad: In the Hall of the Mountain King,67.0,09/29/2017,"Adventure,Fantasy",Mikkel Brænne Sandemose,1h 40m,https://themoviedb.org/movie/444090
Jack Ryan: Shadow Recruit,61.0,01/17/2014,"Action,Drama,Thriller",Kenneth Branagh,1h 45m,https://themoviedb.org/movie/137094
The Raid 2,76.0,05/30/2014,"Action,Crime,Thriller",Gareth Evans,2h 30m,https://themoviedb.org/movie/180299
Click,62.0,06/23/2006,"Comedy,Drama,Fantasy",Frank Coraci,1h 47m,https://themoviedb.org/movie/9339
Dragon Blade,63.0,02/19/2015,"Adventure,History",Daniel Lee Yan-Kong,2h 7m,https://themoviedb.org/movie/300168
30 Miles from Nowhere,45.0,05/27/2019,"Horror,Comedy",Caitlin Koller,1h 23m,https://themoviedb.org/movie/564082
Neon Genesis Evangelion: The End of Evangelion,84.0,07/19/1997,"Drama,ScienceFiction,Animation,Action","Hideaki Anno,Kazuya Tsurumaki",1h 27m,https://themoviedb.org/movie/18491
12 Strong,62.0,01/19/2018,"War,Drama,Action,History",Nicolai Fuglsig,2h 10m,https://themoviedb.org/movie/429351
Stay Alive,58.0,03/24/2006,"Horror,Thriller",William Brent Bell,1h 40m,https://themoviedb.org/movie/10069
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,76.0,12/22/2002,"Action,Animation,Adventure,Fantasy",Toshiya Shinohara,1h 40m,https://themoviedb.org/movie/22537
Full Metal Jacket,81.0,07/10/1987,"Drama,War",Stanley Kubrick,1h 57m,https://themoviedb.org/movie/600
My Little Pony: The Movie,72.0,11/10/2017,"Family,Animation,Music,Adventure,Fantasy",Jayson Thiessen,1h 39m,https://themoviedb.org/movie/335360
Souvenir,66.0,03/04/2021,Drama,Armond Cohen,1h 53m,https://themoviedb.org/movie/585381
The Green Knight,65.0,08/27/2021,"Adventure,Drama,Fantasy",David Lowery,2h 10m,https://themoviedb.org/movie/559907
Goodbye World,53.0,06/15/2013,"Drama,Comedy",Denis Hennelly,1h 41m,https://themoviedb.org/movie/201066
The Vow,72.0,03/09/2012,"Drama,Romance",Michael Sucsy,1h 44m,https://themoviedb.org/movie/72570
Robots,64.0,03/11/2005,"Animation,Comedy,Family,ScienceFiction",Chris Wedge,1h 31m,https://themoviedb.org/movie/9928
Emperor,61.0,03/08/2013,"Drama,History,War",Peter Webber,1h 45m,https://themoviedb.org/movie/127372
The Ant Bully,57.0,10/20/2006,"Fantasy,Adventure,Animation,Comedy,Family",John A. Davis,1h 28m,https://themoviedb.org/movie/9906
Pride and Prejudice and Zombies,61.0,02/05/2016,"Romance,Horror,Comedy,Thriller",Burr Steers,1h 48m,https://themoviedb.org/movie/58431
One Punch Man: Road to Hero,80.0,12/04/2015,"Action,Animation",Shingo Natsume,30m,https://themoviedb.org/movie/370455
The Mummy: Tomb of the Dragon Emperor,54.0,07/31/2008,"Adventure,Action,Fantasy",Rob Cohen,1h 52m,https://themoviedb.org/movie/1735
The Pianist,84.0,03/28/2003,"Drama,War",Roman Polanski,2h 30m,https://themoviedb.org/movie/423
Don't Kill It,62.0,03/03/2017,"Fantasy,Horror",Mike Mendez,1h 33m,https://themoviedb.org/movie/405882
Breakthrough,77.0,04/18/2019,Drama,Roxann Dawson,1h 56m,https://themoviedb.org/movie/514439
Man of Tai Chi,60.0,07/05/2013,"Action,Drama",Keanu Reeves,1h 45m,https://themoviedb.org/movie/76544
Rumble,69.0,12/15/2021,"Family,Comedy,Animation",Hamish Grieve,1h 35m,https://themoviedb.org/movie/598331
Batman Forever,54.0,08/15/1995,"Action,Crime,Fantasy",Joel Schumacher,2h 1m,https://themoviedb.org/movie/414
The Raven,63.0,05/18/2012,"Crime,Thriller,Mystery",James McTeigue,1h 51m,https://themoviedb.org/movie/70436
The Royal Exchange,63.0,12/27/2017,"History,Drama",Marc Dugain,1h 41m,https://themoviedb.org/movie/440355
Interview with the Vampire,74.0,11/11/1994,"Horror,Drama,Fantasy",Neil Jordan,2h 3m,https://themoviedb.org/movie/628
Cleopatra,71.0,06/12/1963,"Drama,History,Romance",Joseph L. Mankiewicz,4h 8m,https://themoviedb.org/movie/8095
Atlantis: The Lost Empire,69.0,06/15/2001,"Animation,Family,Adventure,ScienceFiction","Gary Trousdale,Kirk Wise",1h 35m,https://themoviedb.org/movie/10865
Graf Porno und seine Mädchen,69.0,01/18/1969,Comedy,Günter Hendel,1h 23m,https://themoviedb.org/movie/248509
Silent Hill: Revelation 3D,54.0,10/26/2012,"Thriller,Horror,Mystery",M.J. Bassett,1h 34m,https://themoviedb.org/movie/61012
Dunkirk,75.0,07/21/2017,"War,Action,Drama",Christopher Nolan,1h 47m,https://themoviedb.org/movie/374720
Heat,79.0,12/15/1995,"Action,Crime,Drama,Thriller",Michael Mann,2h 50m,https://themoviedb.org/movie/949
Nocturnal Animals,75.0,12/09/2016,"Drama,Thriller",Tom Ford,1h 57m,https://themoviedb.org/movie/340666
Girls Trip,68.0,07/21/2017,Comedy,Malcolm D. Lee,2h 2m,https://themoviedb.org/movie/417870
Hostel: Part III,51.0,12/27/2011,Horror,Scott Spiegel,1h 28m,https://themoviedb.org/movie/71670
Caught by a Wave,67.0,03/25/2021,"Drama,Romance",Massimiliano Camaiti,1h 39m,https://themoviedb.org/movie/694256
Yara,62.0,10/18/2021,"Crime,Drama",Marco Tullio Giordana,1h 35m,https://themoviedb.org/movie/747688
Z-O-M-B-I-E-S,75.0,02/16/2018,"Comedy,Romance,TVMovie,Fantasy,Music",Paul Hoen,1h 34m,https://themoviedb.org/movie/483980
The Bourne Supremacy,73.0,10/09/2004,"Action,Drama,Thriller",Paul Greengrass,1h 48m,https://themoviedb.org/movie/2502
Hidden Leaf Village Grand Sports Festival!,67.0,08/21/2004,"Action,Animation,Comedy",Hayato Date,11m,https://themoviedb.org/movie/619432
The Match,65.0,10/29/2021,"Drama,History","Dominik Sedlar,Jakov Sedlar",1h 59m,https://themoviedb.org/movie/840283
Blue Lagoon: The Awakening,65.0,12/18/2012,"Drama,Adventure,Romance,TVMovie","Jake Newsome,Mikael Salomon",1h 25m,https://themoviedb.org/movie/115290
Halloween,76.0,10/25/1978,"Horror,Thriller",John Carpenter,1h 31m,https://themoviedb.org/movie/948
Bayonetta: Bloody Fate,64.0,11/23/2013,"Animation,Action,Fantasy",Fuminori Kizaki,1h 30m,https://themoviedb.org/movie/242546
The Reader,74.0,01/30/2009,"Drama,Romance",Stephen Daldry,2h 4m,https://themoviedb.org/movie/8055
I Care a Lot,66.0,02/19/2021,"Comedy,Crime,Thriller,Drama",J Blakeson,1h 59m,https://themoviedb.org/movie/601666
Indiana Jones and the Kingdom of the Crystal Skull,60.0,05/22/2008,"Adventure,Action",Steven Spielberg,2h 2m,https://themoviedb.org/movie/217
Deuce Bigalow: Male Gigolo,59.0,12/10/1999,Comedy,Mike Mitchell,1h 28m,https://themoviedb.org/movie/10402
District 13: Ultimatum,64.0,02/18/2009,"Action,Thriller,Crime",Patrick Alessandrin,1h 41m,https://themoviedb.org/movie/15357
Basic Instinct,69.0,03/20/1992,"Thriller,Mystery",Paul Verhoeven,2h 7m,https://themoviedb.org/movie/402
Die Hard: With a Vengeance,72.0,05/19/1995,"Action,Thriller",John McTiernan,2h 8m,https://themoviedb.org/movie/1572
Neighbors 2: Sorority Rising,58.0,05/20/2016,Comedy,Nicholas Stoller,1h 32m,https://themoviedb.org/movie/325133
5 Centimeters per Second,73.0,03/03/2007,"Animation,Drama,Romance",Makoto Shinkai,1h 3m,https://themoviedb.org/movie/38142
Barbie in Rock 'N Royals,69.0,08/12/2015,"Animation,Music,Family",Karen J. Lloyd,1h 24m,https://themoviedb.org/movie/355111
Slender Man,44.0,08/10/2018,"Horror,Mystery,Thriller",Sylvain White,1h 33m,https://themoviedb.org/movie/439015
Eden Lake,68.0,09/12/2008,"Horror,Thriller",James Watkins,1h 31m,https://themoviedb.org/movie/13510
Black Hawk Down,74.0,03/29/2002,"Action,History,War",Ridley Scott,2h 25m,https://themoviedb.org/movie/855
In the Heart of the Sea,67.0,12/04/2015,"Thriller,Drama,Adventure,Action,History",Ron Howard,2h 2m,https://themoviedb.org/movie/205775
Looper,69.0,10/12/2012,"Action,Thriller,ScienceFiction",Rian Johnson,1h 58m,https://themoviedb.org/movie/59967
Fire and Ice,65.0,08/26/1983,"Animation,Fantasy,ScienceFiction",Ralph Bakshi,1h 21m,https://themoviedb.org/movie/15035
Fist of Legend,75.0,12/22/1994,Action,Gordon Chan,1h 43m,https://themoviedb.org/movie/17809
Passing,64.0,11/10/2021,Drama,Rebecca Hall,1h 38m,https://themoviedb.org/movie/541524
A-X-L,63.0,08/24/2018,"ScienceFiction,Action,Adventure,Family",Oliver Daly,1h 38m,https://themoviedb.org/movie/438590
High School Musical 3: Senior Year,66.0,10/22/2008,"Comedy,Romance,Drama,Family,Music",Kenny Ortega,1h 57m,https://themoviedb.org/movie/11887
[REC]³ Genesis,52.0,03/30/2012,Horror,Paco Plaza,1h 20m,https://themoviedb.org/movie/80280
Father There Is Only One,71.0,08/02/2019,Comedy,Santiago Segura,1h 35m,https://themoviedb.org/movie/587272
High School,58.0,06/03/2010,Comedy,John Stalberg Jr.,1h 39m,https://themoviedb.org/movie/27584
Tower Heist,60.0,11/04/2011,"Action,Comedy",Brett Ratner,1h 44m,https://themoviedb.org/movie/59108
Annie,62.0,12/19/2014,"Comedy,Drama,Family",Will Gluck,1h 59m,https://themoviedb.org/movie/196867
RRR,86.0,03/25/2022,"Action,Drama,History,War",S.S. Rajamouli,3h 7m,https://themoviedb.org/movie/579974
The Day After Tomorrow,65.0,05/28/2004,"Action,Adventure,ScienceFiction,Thriller",Roland Emmerich,2h 4m,https://themoviedb.org/movie/435
Scooby-Doo! WrestleMania Mystery,74.0,03/25/2014,"Animation,Comedy,Family,Mystery",Brandon Vietti,1h 24m,https://themoviedb.org/movie/258893
My Best Friend's Girl,57.0,09/19/2008,"Romance,Comedy",Howard Deutch,1h 41m,https://themoviedb.org/movie/13596
Doomsday,59.0,03/14/2008,"Action,Thriller,ScienceFiction",Neil Marshall,1h 48m,https://themoviedb.org/movie/13460
The Boy Who Killed My Parents,64.0,09/24/2021,"Crime,Drama,Thriller",Maurício Eça,1h 28m,https://themoviedb.org/movie/800305
The Hate U Give,82.0,10/19/2018,"Crime,Drama","George Tillman, Jr.",2h 13m,https://themoviedb.org/movie/470044
Monster High: Scaris City of Frights,76.0,03/03/2013,"Animation,Fantasy","Andrew Duncan,Steve Ball",1h 1m,https://themoviedb.org/movie/192911
Bleach the Movie: The DiamondDust Rebellion,67.0,12/22/2007,"Action,Adventure,Animation",Noriyuki Abe,1h 35m,https://themoviedb.org/movie/17101
G.I. Joe: Retaliation,56.0,03/29/2013,"ScienceFiction,Adventure,Action,Thriller",Jon M. Chu,1h 50m,https://themoviedb.org/movie/72559
Talk Sex,48.0,01/01/2001,"Romance,Drama",Dan Hyduk,1h 26m,https://themoviedb.org/movie/452006
Scream 3,59.0,02/03/2000,"Horror,Mystery",Wes Craven,1h 56m,https://themoviedb.org/movie/4234
Bloodsport,70.0,02/26/1988,"Action,Drama",Newt Arnold,1h 32m,https://themoviedb.org/movie/11690
The Bear,70.0,10/27/1989,"Adventure,Drama,Family",Jean-Jacques Annaud,1h 34m,https://themoviedb.org/movie/2383
BIA: An Upside Down World,78.0,02/19/2021,"Comedy,Drama,Family",Jorge Bechara,1h 31m,https://themoviedb.org/movie/765169
Mr. Popper's Penguins,59.0,06/17/2011,"Comedy,Family",Mark Waters,1h 34m,https://themoviedb.org/movie/58224
Saint Seiya: Legend of Crimson Youth,75.0,07/23/1988,"Action,Animation,Fantasy",Shigeyasu Yamauchi,1h 15m,https://themoviedb.org/movie/66105
Gone in Sixty Seconds,64.0,06/09/2000,"Action,Crime,Thriller",Dominic Sena,1h 58m,https://themoviedb.org/movie/9679
Paddington 2,75.0,01/12/2018,"Adventure,Comedy,Family",Paul King,1h 44m,https://themoviedb.org/movie/346648
Los perros,57.0,03/15/2018,Drama,Marcela Said,1h 34m,https://themoviedb.org/movie/453362
Sully,72.0,09/09/2016,"Drama,History",Clint Eastwood,1h 36m,https://themoviedb.org/movie/363676
Evil Eye,54.0,04/01/2020,"Mystery,Thriller,Horror","Elan Dassani,Rajeev Dassani",1h 30m,https://themoviedb.org/movie/732713
Pitch Perfect,73.0,09/28/2012,"Comedy,Music,Romance",Jason Moore,1h 52m,https://themoviedb.org/movie/114150
The Huntsman: Winter's War,63.0,04/22/2016,"Action,Adventure,Drama",Cedric Nicolas-Troyan,1h 54m,https://themoviedb.org/movie/290595
Redcon-1,56.0,09/28/2018,"Action,Horror,ScienceFiction",Chee Keong Cheung,1h 57m,https://themoviedb.org/movie/485811
Brokeback Mountain,78.0,09/10/2005,"Drama,Romance",Ang Lee,2h 14m,https://themoviedb.org/movie/142
Spider-Man: All Roads Lead to No Way Home,73.0,05/03/2022,Documentary,,29m,https://themoviedb.org/movie/961651
My Sister’s Girlfriend,0.0,02/23/2017,"Romance,Drama",Kim Min-sik,1h 6m,https://themoviedb.org/movie/482624
The House of Flowers: The Movie,82.0,06/23/2021,Drama,Manolo Caro,1h 26m,https://themoviedb.org/movie/833971
The Amityville Horror,63.0,07/27/1979,Horror,Stuart Rosenberg,1h 57m,https://themoviedb.org/movie/11449
Selena,78.0,03/21/1997,"Music,Drama,History",Gregory Nava,2h 7m,https://themoviedb.org/movie/16052
The Kill Team,66.0,10/17/2019,"War,Action,Drama",Dan Krauss,1h 27m,https://themoviedb.org/movie/489245
Just a Breath Away,63.0,04/04/2018,"Drama,ScienceFiction,Thriller",Daniel Roby,1h 30m,https://themoviedb.org/movie/477489
Neighbors,62.0,05/09/2014,Comedy,Nicholas Stoller,1h 37m,https://themoviedb.org/movie/195589
Classic Again,83.0,02/06/2020,"Drama,Romance",Thatchaphong Suphasri,2h 3m,https://themoviedb.org/movie/664511
Why Him?,63.0,02/03/2017,Comedy,John Hamburg,1h 51m,https://themoviedb.org/movie/356305
Friday,71.0,04/26/1995,Comedy,F. Gary Gray,1h 31m,https://themoviedb.org/movie/10634
Hope,20.0,01/01/2011,,Stelana Kliris,6m,https://themoviedb.org/movie/788483
Darlin',54.0,07/10/2020,"Horror,Mystery",Pollyanna McIntosh,1h 41m,https://themoviedb.org/movie/529149
