Name,Rating,Release_date,Genres,Director_name,Runtime,URL
Rurouni Kenshin Part I: Origins,76.0,08/25/2012,"Adventure,Action,Drama,History",Keishi Ōtomo,2h 14m,https://themoviedb.org/movie/127533
Tremors,68.0,01/19/1990,"Horror,Comedy,Action,Adventure,Fantasy",Ron Underwood,1h 36m,https://themoviedb.org/movie/9362
Planet of the Apes,57.0,09/28/2001,"Thriller,ScienceFiction,Action,Adventure",Tim Burton,1h 59m,https://themoviedb.org/movie/869
Unbreakable,71.0,01/12/2001,"Thriller,Drama,Mystery",M. Night Shyamalan,1h 46m,https://themoviedb.org/movie/9741
Fracture,73.0,04/20/2007,Thriller,Gregory Hoblit,1h 53m,https://themoviedb.org/movie/6145
Children of the Corn,57.0,03/09/1984,"Horror,Thriller",Fritz Kiersch,1h 32m,https://themoviedb.org/movie/10823
DAKAICHI -I'm Being Harassed by the Sexiest Man of the Year- The Movie: In Spain,56.0,10/09/2021,"Animation,Drama,Comedy",Naoyuki Tatsuwa,1h 18m,https://themoviedb.org/movie/820530
The Hills Have Eyes 2,55.0,03/22/2007,"Horror,Thriller",Martin Weisz,1h 29m,https://themoviedb.org/movie/9793
Unfaithful,66.0,05/10/2002,"Thriller,Drama",Adrian Lyne,2h 4m,https://themoviedb.org/movie/2251
2001: A Space Odyssey,81.0,10/04/2017,"ScienceFiction,Mystery,Adventure",Stanley Kubrick,2h 29m,https://themoviedb.org/movie/62
Dragon Ball: The Path to Power,73.0,03/04/1996,"Animation,Adventure,Fantasy",Shigeyasu Yamauchi,1h 20m,https://themoviedb.org/movie/39148
Justice League vs. Teen Titans,74.0,05/13/2016,"ScienceFiction,Action,Animation",Sam Liu,1h 18m,https://themoviedb.org/movie/379291
Saint Seiya: Evil Goddess Eris,71.0,07/18/1987,"Action,Animation,Fantasy",Kouzou Morishita,46m,https://themoviedb.org/movie/83090
Dumbo,67.0,03/29/2019,"Family,Fantasy,Adventure",Tim Burton,1h 52m,https://themoviedb.org/movie/329996
Batman: Hush,73.0,07/20/2019,"ScienceFiction,Crime,Animation,Mystery,Action",Justin Copeland,1h 22m,https://themoviedb.org/movie/537056
Mission: Impossible III,67.0,06/16/2006,"Adventure,Action,Thriller",J.J. Abrams,2h 6m,https://themoviedb.org/movie/956
Black Swan,76.0,02/25/2011,"Drama,Thriller,Horror",Darren Aronofsky,1h 48m,https://themoviedb.org/movie/44214
The Pacifier,61.0,03/04/2005,"Comedy,Family",Adam Shankman,1h 35m,https://themoviedb.org/movie/10022
The Loft,64.0,01/30/2015,Thriller,Erik Van Looy,1h 48m,https://themoviedb.org/movie/72784
Ray Donovan: The Movie,70.0,01/15/2022,"Drama,TVMovie",David Hollander,1h 40m,https://themoviedb.org/movie/800425
Underworld: Rise of the Lycans,65.0,02/06/2009,"Fantasy,Action,Thriller",Patrick Tatopoulos,1h 32m,https://themoviedb.org/movie/12437
The Hunt,66.0,03/13/2020,"Action,Thriller,Horror",Craig Zobel,1h 30m,https://themoviedb.org/movie/514847
Pixie Hollow Games,69.0,12/24/2011,"Animation,Family",Bradley Raymond,23m,https://themoviedb.org/movie/86130
Planet 51,58.0,12/04/2009,"Family,Comedy,ScienceFiction,Adventure,Animation",Jorge Blanco,1h 31m,https://themoviedb.org/movie/16866
Another Cinderella Story,68.0,09/16/2008,"Music,Comedy",Damon Santostefano,1h 30m,https://themoviedb.org/movie/15157
Charlie's Angels,66.0,01/02/2020,"Action,Adventure,Comedy,ScienceFiction",Elizabeth Banks,1h 58m,https://themoviedb.org/movie/458897
Superman Returns,57.0,06/30/2006,"ScienceFiction,Action,Adventure",Bryan Singer,2h 34m,https://themoviedb.org/movie/1452
The Beverly Hillbillies,62.0,10/15/1993,Comedy,Penelope Spheeris,1h 33m,https://themoviedb.org/movie/11041
Wild Tales,78.0,08/21/2014,"Drama,Thriller,Comedy",Damián Szifron,2h 2m,https://themoviedb.org/movie/265195
Batman & Robin,43.0,06/20/1997,"ScienceFiction,Action,Fantasy",Joel Schumacher,2h 5m,https://themoviedb.org/movie/415
Brahms: The Boy II,60.0,02/20/2020,"Horror,Mystery,Thriller",William Brent Bell,1h 26m,https://themoviedb.org/movie/555974
The Peanuts Movie,68.0,11/06/2015,"Adventure,Comedy,Animation,Family",Steve Martino,1h 28m,https://themoviedb.org/movie/227973
Superman/Batman: Public Enemies,70.0,09/29/2009,"ScienceFiction,Animation,Action,Adventure,Family",Sam Liu,1h 7m,https://themoviedb.org/movie/22855
Idiocracy,63.0,09/01/2006,"Adventure,Comedy,ScienceFiction",Mike Judge,1h 24m,https://themoviedb.org/movie/7512
Upgrade,75.0,06/01/2018,"Action,Thriller,ScienceFiction",Leigh Whannell,1h 40m,https://themoviedb.org/movie/500664
The Descent,70.0,08/04/2006,"Adventure,Horror",Neil Marshall,1h 39m,https://themoviedb.org/movie/9392
Tremors: A Cold Day in Hell,60.0,11/03/2018,"Action,Adventure,ScienceFiction,Fantasy,Comedy,Horror",Don Michael Paul,1h 38m,https://themoviedb.org/movie/496704
Iron Sky,57.0,05/10/2012,"Action,Comedy,ScienceFiction",Timo Vuorensola,1h 33m,https://themoviedb.org/movie/10679
Happier Than Ever: A Love Letter to Los Angeles,80.0,09/03/2021,Music,"Robert Rodriguez,Patrick Osborne",1h 5m,https://themoviedb.org/movie/853088
The Spectacular Now,66.0,09/13/2013,"Comedy,Drama,Romance",James Ponsoldt,1h 35m,https://themoviedb.org/movie/157386
Gothika,61.0,11/21/2003,"Horror,Thriller",Mathieu Kassovitz,1h 38m,https://themoviedb.org/movie/4970
Operation Mincemeat,65.0,04/15/2022,"War,History,Drama",John Madden,2h 8m,https://themoviedb.org/movie/661231
The Virginity Hit,46.0,09/24/2010,Comedy,"Andrew Gurland,Huck Botko",2h,https://themoviedb.org/movie/42889
Love The Way You Are,54.0,06/21/2019,"Romance,Comedy","Dai Meng Ying,Zhou Tong",1h 30m,https://themoviedb.org/movie/597295
District B13,67.0,11/09/2004,"Action,Thriller,ScienceFiction",Pierre Morel,1h 24m,https://themoviedb.org/movie/10045
One Piece: Strong World,75.0,12/12/2009,"Animation,Fantasy,Adventure",Munehisa Sakai,1h 54m,https://themoviedb.org/movie/41498
A Monster in Paris,68.0,10/12/2011,"Adventure,Animation,Comedy,Family,Fantasy",Bibo Bergeron,1h 30m,https://themoviedb.org/movie/77459
Stuart Little 2,57.0,07/19/2002,"Family,Adventure,Animation,Comedy",Rob Minkoff,1h 18m,https://themoviedb.org/movie/10996
Aladdin and the King of Thieves,63.0,08/13/1996,"Adventure,Animation,Family",Tad Stones,1h 21m,https://themoviedb.org/movie/11238
Role Models,65.0,11/07/2008,Comedy,David Wain,1h 39m,https://themoviedb.org/movie/15373
Aquamarine,63.0,09/28/2006,"Fantasy,Romance,Family,Comedy",Elizabeth Allen Rosenbaum,1h 44m,https://themoviedb.org/movie/14191
Mainstream,64.0,05/07/2021,"Comedy,Drama",Gia Coppola,1h 35m,https://themoviedb.org/movie/557950
Father Stu,72.0,04/13/2022,Drama,Rosalind Ross,2h 4m,https://themoviedb.org/movie/809140
The Smurfs: The Legend of Smurfy Hollow,69.0,09/12/2013,"Comedy,Animation,Family,Fantasy",Stephan Franck,22m,https://themoviedb.org/movie/220845
The Secret World of Arrietty,76.0,07/16/2010,"Fantasy,Animation,Family",Hiromasa Yonebayashi,1h 34m,https://themoviedb.org/movie/51739
Pet Sematary,66.0,04/21/1989,Horror,Mary Lambert,1h 43m,https://themoviedb.org/movie/8913
The Game Plan,64.0,09/28/2007,"Comedy,Family",Andy Fickman,1h 50m,https://themoviedb.org/movie/13680
The Green Inferno,56.0,09/08/2013,"Horror,Thriller,Adventure",Eli Roth,1h 40m,https://themoviedb.org/movie/171424
A Christmas Carol,69.0,11/06/2009,"Animation,Family,Drama,Fantasy",Robert Zemeckis,1h 34m,https://themoviedb.org/movie/17979
Men of Honor,74.0,02/09/2001,Drama,"George Tillman, Jr.",2h 9m,https://themoviedb.org/movie/11978
Man on a Ledge,64.0,02/03/2012,"Action,Thriller,Crime",Asger Leth,1h 42m,https://themoviedb.org/movie/49527
Cold Pursuit,57.0,02/22/2019,"Action,Crime,Thriller",Hans Petter Moland,1h 59m,https://themoviedb.org/movie/438650
V for Vendetta,79.0,03/17/2006,"Action,Thriller,Fantasy",James McTeigue,2h 12m,https://themoviedb.org/movie/752
Risen,61.0,02/19/2016,"Drama,History",Kevin Reynolds,1h 47m,https://themoviedb.org/movie/335778
Pokémon: The First Movie - Mewtwo Strikes Back,69.0,07/18/1998,"Animation,Family,Adventure,Fantasy,Action",Kunihiko Yuyama,1h 25m,https://themoviedb.org/movie/10228
Boruto: Jump Festa 2016 Special,59.0,07/27/2017,Animation,,12m,https://themoviedb.org/movie/699570
Camp Cool Kids,57.0,08/25/2019,Family,Lisa Arnold,1h 44m,https://themoviedb.org/movie/467988
Career Opportunities,68.0,03/29/1991,"Romance,Comedy",Bryan Gordon,1h 23m,https://themoviedb.org/movie/16270
Warning: Do Not Play,60.0,08/15/2019,"Horror,Mystery",Kim Jin-won,1h 25m,https://themoviedb.org/movie/602508
Monster High: Haunted,73.0,03/24/2015,"Animation,Family,Fantasy","William Lau,Dan Fraga",1h 15m,https://themoviedb.org/movie/324963
Lassie Come Home,66.0,02/20/2020,"Adventure,Family",Hanno Olderdissen,1h 40m,https://themoviedb.org/movie/657811
A Cinderella Story,65.0,07/10/2004,"Comedy,Family,Romance",Mark Rosman,1h 35m,https://themoviedb.org/movie/11247
King Arthur: Legend of the Sword,65.0,05/12/2017,"Action,Drama,Fantasy",Guy Ritchie,2h 6m,https://themoviedb.org/movie/274857
Pokémon: The Movie 2000,66.0,07/17/1999,"Adventure,Fantasy,Animation,ScienceFiction,Family",Kunihiko Yuyama,1h 24m,https://themoviedb.org/movie/12599
Ender's Game,66.0,11/01/2013,"ScienceFiction,Action,Adventure",Gavin Hood,1h 54m,https://themoviedb.org/movie/80274
Doraemon: Nobita and the Winged Braves,73.0,03/10/2001,"Family,Animation,Adventure",Tsutomu Shibayama,1h 31m,https://themoviedb.org/movie/162092
Overlord,67.0,11/09/2018,"Horror,War,ScienceFiction",Julius Avery,1h 50m,https://themoviedb.org/movie/438799
Escape Plan 2: Hades,51.0,06/29/2018,Action,Steven C. Miller,1h 36m,https://themoviedb.org/movie/440471
Scary Stories to Tell in the Dark,65.0,08/09/2019,"Horror,Thriller",André Øvredal,1h 48m,https://themoviedb.org/movie/417384
Goyo: En Letra de Otro,20.0,03/04/2022,Music,Simón Brand,46m,https://themoviedb.org/movie/940399
The Brothers Grimm,58.0,08/26/2005,"Adventure,Fantasy,Action,Comedy,Thriller",Terry Gilliam,1h 58m,https://themoviedb.org/movie/4442
Better Days,83.0,10/25/2019,Drama,Derek Tsang,2h 15m,https://themoviedb.org/movie/575813
Euphoria,65.0,02/01/2018,Drama,Lisa Langseth,1h 44m,https://themoviedb.org/movie/407440
The Babysitters,59.0,05/12/2011,Drama,David Ross,1h 28m,https://themoviedb.org/movie/13078
Quantum of Solace,63.0,11/14/2008,"Adventure,Action,Thriller,Crime",Marc Forster,1h 46m,https://themoviedb.org/movie/10764
Scooby-Doo! Curse of the Lake Monster,62.0,10/15/2010,"Mystery,Fantasy,Comedy,Adventure",Brian Levant,1h 20m,https://themoviedb.org/movie/47533
Puff: Wonders of the Reef,77.0,12/16/2021,Documentary,Nick Robinson,59m,https://themoviedb.org/movie/890601
I Can Only Imagine,75.0,02/14/2018,"Music,Drama","Jon Erwin,Andrew Erwin",1h 50m,https://themoviedb.org/movie/470878
Friday the 13th Part VI: Jason Lives,62.0,08/01/1986,"Horror,Mystery,Thriller",Tom McLoughlin,1h 26m,https://themoviedb.org/movie/10225
Lady Bird,73.0,12/01/2017,"Drama,Comedy",Greta Gerwig,1h 34m,https://themoviedb.org/movie/391713
The Last King,57.0,02/16/2016,"Action,Adventure,Drama,History",Nils Gaup,1h 40m,https://themoviedb.org/movie/360249
Spencer,71.0,11/19/2021,Drama,Pablo Larraín,1h 57m,https://themoviedb.org/movie/716612
Doctor Dolittle,57.0,06/26/1998,"Comedy,Family,Fantasy",Betty Thomas,1h 25m,https://themoviedb.org/movie/3050
The Wedding Ringer,65.0,01/16/2015,Comedy,Jeremy Garelick,1h 41m,https://themoviedb.org/movie/252838
Baby on Board,48.0,06/09/2009,"Comedy,Romance",Brian Herzlinger,1h 35m,https://themoviedb.org/movie/18131
Dead Poets Society,83.0,06/09/1989,Drama,Peter Weir,2h 8m,https://themoviedb.org/movie/207
Animal Crackers,63.0,07/24/2020,"Comedy,Animation,Adventure","Scott Christian Sava,Jaime Maestro,Tony Bancroft",1h 45m,https://themoviedb.org/movie/315064
50 First Dates,68.0,04/09/2004,"Comedy,Romance",Peter Segal,1h 39m,https://themoviedb.org/movie/1824
Latte and the Magic Waterstone,70.0,01/27/2022,"Animation,Adventure,Family,Comedy","Andrea Deppert,Nina Wels,Mimi Maynard,Regina Welker",1h 29m,https://themoviedb.org/movie/586954
Resident Evil: Apocalypse,64.0,11/26/2004,"Horror,Action,ScienceFiction",Alexander Witt,1h 34m,https://themoviedb.org/movie/1577
Beauty in Rope Hell,54.0,08/26/1983,Drama,Genji Nakamura,1h 17m,https://themoviedb.org/movie/185689
I Am Iron Man,72.0,09/30/2008,Documentary,Jon Mefford,1h 49m,https://themoviedb.org/movie/448341
Halloween 5: The Revenge of Michael Myers,54.0,10/13/1989,"Horror,Thriller",Dominique Othenin-Girard,1h 36m,https://themoviedb.org/movie/11361
Psycho,84.0,09/08/1960,"Horror,Drama,Thriller",Alfred Hitchcock,1h 49m,https://themoviedb.org/movie/539
Sweat,67.0,06/18/2021,"Drama,Thriller",Magnus von Horn,1h 47m,https://themoviedb.org/movie/712121
Brick Mansions,59.0,04/25/2014,"Action,Crime,Drama",Camille Delamarre,1h 30m,https://themoviedb.org/movie/254473
X-Rated: The Greatest Adult Movies of All Time,59.0,02/06/2015,Documentary,Eli Cross,1h 34m,https://themoviedb.org/movie/324558
Rosario Tijeras,62.0,08/12/2005,"Crime,Romance,Drama",Emilio Maillé,2h 6m,https://themoviedb.org/movie/10810
Son of God,68.0,02/28/2014,Drama,Christopher Spencer,2h 18m,https://themoviedb.org/movie/235260
Sexy Comedy,53.0,01/26/2001,Comedy,Claudio Bigagli,NAN,https://themoviedb.org/movie/156143
Primal: Tales of Savagery,84.0,01/07/2020,"Action,Adventure,Animation",Genndy Tartakovsky,1h 25m,https://themoviedb.org/movie/704264
Hoodwinked Too! Hood VS. Evil,51.0,04/29/2011,"Comedy,Animation,Family",Mike Disa,1h 26m,https://themoviedb.org/movie/57089
Wotakoi: Love is Hard for Otaku,72.0,02/07/2020,"Comedy,Romance",Yuichi Fukuda,1h 54m,https://themoviedb.org/movie/552687
Constantine: City of Demons - The Movie,79.0,10/09/2018,"Fantasy,Animation,Horror,Action",Doug Murphy,1h 30m,https://themoviedb.org/movie/539517
Kizumonogatari Part 1: Tekketsu,77.0,01/08/2016,"Animation,Fantasy,Mystery,Horror,Action","Akiyuki Simbo,Tatsuya Oishi",1h 4m,https://themoviedb.org/movie/357786
Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,75.0,03/04/2017,"Animation,Adventure,Fantasy,Family",Atsushi Takahashi,1h 41m,https://themoviedb.org/movie/462677
The Hidden Face,73.0,09/16/2011,"Thriller,Mystery",Andrés Baiz,1h 32m,https://themoviedb.org/movie/80184
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",71.0,03/01/2008,"Action,Animation,Adventure,Comedy",Atsuji Shimizu,1h 35m,https://themoviedb.org/movie/44731
The Departed,82.0,10/31/2007,"Drama,Thriller,Crime",Martin Scorsese,2h 31m,https://themoviedb.org/movie/1422
Gifted Hands: The Ben Carson Story,78.0,02/07/2009,Drama,Thomas Carter,1h 26m,https://themoviedb.org/movie/22683
Kingdom of Heaven,68.0,05/06/2005,"Drama,Action,Adventure,History,War",Ridley Scott,2h 24m,https://themoviedb.org/movie/1495
The Devil All the Time,73.0,09/11/2020,"Crime,Drama,Thriller",Antonio Campos,2h 18m,https://themoviedb.org/movie/499932
Titanic II,49.0,08/24/2010,"Action,Adventure,Thriller",Shane van Dyke,1h 30m,https://themoviedb.org/movie/44918
The Exorcist III,62.0,08/17/1990,"Horror,Mystery",William Peter Blatty,1h 50m,https://themoviedb.org/movie/11587
Vehicle 19,53.0,06/14/2013,"Thriller,Action",Mukunda Michael Dewil,1h 25m,https://themoviedb.org/movie/180948
Hardcore Henry,63.0,04/07/2016,"Action,Adventure,ScienceFiction",Ilya Naishuller,1h 37m,https://themoviedb.org/movie/325348
The Texas Chainsaw Massacre 2,56.0,08/22/1986,"Comedy,Horror",Tobe Hooper,1h 41m,https://themoviedb.org/movie/16337
Hitman,61.0,11/21/2007,"Action,Thriller,Drama",Xavier Gens,1h 29m,https://themoviedb.org/movie/1620
47 Hours to Live,62.0,05/04/2019,"Thriller,Horror",Patrick Johnson,1h 31m,https://themoviedb.org/movie/615017
The Legend of Drunken Master,74.0,02/03/1994,"Action,Comedy",Liu Chia-Liang,1h 42m,https://themoviedb.org/movie/12207
The Rite,61.0,01/28/2011,"Drama,Thriller,Horror",Mikael Håfström,1h 54m,https://themoviedb.org/movie/48171
The Strangers,61.0,05/29/2008,"Thriller,Horror,Mystery",Bryan Bertino,1h 26m,https://themoviedb.org/movie/10665
Godzilla: The Planet Eater,65.0,11/03/2018,"Animation,ScienceFiction,Action,Adventure,Fantasy","Kobun Shizuno,Hiroyuki Seshita",1h 30m,https://themoviedb.org/movie/536115
Hellboy,67.0,05/14/2004,"Fantasy,Action",Guillermo del Toro,2h 2m,https://themoviedb.org/movie/1487
Togo,82.0,12/20/2019,"Adventure,Family",Ericson Core,1h 53m,https://themoviedb.org/movie/606856
Che dottoressa ragazzi!,55.0,08/12/1976,Comedy,Gianfranco Baldanello,1h 28m,https://themoviedb.org/movie/354278
Criminal,61.0,04/15/2016,"Action,Crime,ScienceFiction",Ariel Vromen,1h 53m,https://themoviedb.org/movie/302156
30 Days of Night,64.0,10/19/2007,"Horror,Thriller",David Slade,1h 53m,https://themoviedb.org/movie/4513
Intruder,70.0,06/04/2020,"Mystery,Thriller",Sohn Won-pyung,1h 42m,https://themoviedb.org/movie/602291
Trainwreck,58.0,07/17/2015,"Comedy,Drama,Romance",Judd Apatow,2h 5m,https://themoviedb.org/movie/271718
Death Race: Beyond Anarchy,64.0,10/02/2018,"Action,Thriller,ScienceFiction",Don Michael Paul,1h 51m,https://themoviedb.org/movie/401478
The Lighthouse,75.0,10/18/2019,"Drama,Fantasy,Thriller,Horror",Robert Eggers,1h 49m,https://themoviedb.org/movie/503919
The Scorpion King: Book of Souls,59.0,10/23/2018,"Action,Adventure,Fantasy",Don Michael Paul,1h 42m,https://themoviedb.org/movie/522417
Jackass: The Movie,63.0,10/25/2002,"Comedy,Documentary,Action",Jeff Tremaine,1h 28m,https://themoviedb.org/movie/9012
Assault on Wall Street,59.0,06/30/2013,"Drama,Thriller,Action",Uwe Boll,1h 39m,https://themoviedb.org/movie/184125
The Rock,71.0,06/07/1996,"Action,Adventure,Thriller",Michael Bay,2h 17m,https://themoviedb.org/movie/9802
A World For Julius,72.0,11/11/2021,"Drama,TVMovie",Rossana Díaz-Costa,1h 28m,https://themoviedb.org/movie/877669
The Thing,62.0,10/14/2011,"Horror,ScienceFiction,Mystery,Thriller",Matthijs van Heijningen Jr.,1h 43m,https://themoviedb.org/movie/60935
The Last Letter From Your Lover,75.0,08/06/2021,"Drama,Romance",Augustine Frizzell,1h 50m,https://themoviedb.org/movie/638449
The Escort,60.0,11/05/2015,"Drama,Comedy,Romance",Will Slocombe,1h 28m,https://themoviedb.org/movie/351964
My Hero Academia: Training of the Dead,0.0,06/02/2017,,,23m,https://themoviedb.org/movie/968466
Die Hard 2,69.0,07/03/1990,"Action,Thriller",Renny Harlin,2h 4m,https://themoviedb.org/movie/1573
Hook,68.0,12/11/1991,"Adventure,Fantasy,Comedy,Family",Steven Spielberg,2h 22m,https://themoviedb.org/movie/879
On Your Wedding Day,76.0,08/22/2018,Romance,Lee Seok-geun,1h 50m,https://themoviedb.org/movie/532444
The Scorpion King,56.0,07/19/2002,"Action,Adventure,Fantasy",Chuck Russell,1h 32m,https://themoviedb.org/movie/9334
GoodFellas,85.0,09/21/1990,"Drama,Crime",Martin Scorsese,2h 25m,https://themoviedb.org/movie/769
The Howling,65.0,03/13/1981,Horror,Joe Dante,1h 31m,https://themoviedb.org/movie/11298
Looney Tunes: Back in Action,64.0,11/14/2003,"Animation,Comedy,Family",Joe Dante,1h 33m,https://themoviedb.org/movie/10715
Unfriended: Dark Web,63.0,07/20/2018,"Horror,Thriller,Mystery",Stephen Susco,1h 33m,https://themoviedb.org/movie/505058
Captain Underpants: The First Epic Movie,62.0,06/02/2017,"Action,Animation,Comedy,Family",David Soren,1h 29m,https://themoviedb.org/movie/268531
The World to Come,71.0,07/23/2021,"Romance,Drama,Western",Mona Fastvold,1h 45m,https://themoviedb.org/movie/506281
Scooby-Doo! and the Cyber Chase,74.0,10/09/2001,"Animation,Adventure,Comedy",Jim Stenstrum,1h 15m,https://themoviedb.org/movie/15601
Due Date,63.0,11/04/2010,"Comedy,Drama",Todd Phillips,1h 35m,https://themoviedb.org/movie/41733
"Tad, the Lost Explorer, and the Secret of King Midas",65.0,08/25/2017,"Animation,Adventure,Comedy,Family","David Alonso Pérez de Algaba,Enrique Gato",1h 25m,https://themoviedb.org/movie/452773
Stigmata,62.0,09/10/1999,"Horror,Thriller",Rupert Wainwright,1h 43m,https://themoviedb.org/movie/10307
Wishmaster 2: Evil Never Dies,54.0,03/12/1999,"Fantasy,Horror",Jack Sholder,1h 36m,https://themoviedb.org/movie/12594
Dante's Inferno: An Animated Epic,69.0,02/09/2010,"Action,Adventure,Animation,Horror","Shuko Murase,Lee Seung-Gyu,Victor Cook,Jong-Sik Nam,Sangjin Kim,Mike Disa",1h 24m,https://themoviedb.org/movie/31967
"Chill Out, Scooby-Doo!",76.0,09/04/2007,"Family,Comedy,Animation,Adventure,Mystery",Joe Sichta,1h 13m,https://themoviedb.org/movie/13354
A Nightmare on Elm Street Part 2: Freddy's Revenge,58.0,11/01/1985,Horror,Jack Sholder,1h 27m,https://themoviedb.org/movie/10014
